# 2theta	intensity	baseline	bg_subtracted	normalized
14.95653 11176.00000 10870.20488 305.79512 0.00953
14.96740 11117.00000 10865.91252 251.08748 0.00782
14.97826 11156.00000 10861.62389 294.37611 0.00917
14.98913 11092.00000 10857.33899 234.66101 0.00731
15.00000 11160.00000 10853.05781 306.94219 0.00956
15.01086 11102.00000 10848.78035 253.21965 0.00789
15.02173 11013.00000 10844.50663 168.49337 0.00525
15.03259 10838.00000 10840.23663 -2.23663 -0.00007
15.04346 10984.00000 10835.97037 148.02963 0.00461
15.05433 11023.00000 10831.70782 191.29218 0.00596
15.06519 11131.00000 10827.44895 303.55105 0.00946
15.07606 11015.00000 10823.19376 191.80624 0.00598
15.08693 10831.00000 10818.94221 12.05779 0.00038
15.09779 11132.00000 10814.69429 317.30571 0.00989
15.10866 11147.00000 10810.44999 336.55001 0.01049
15.11953 11082.00000 10806.20927 275.79073 0.00859
15.13039 10986.00000 10801.97212 184.02788 0.00573
15.14126 11146.00000 10797.73852 348.26148 0.01085
15.15213 11001.00000 10793.50845 207.49155 0.00646
15.16299 11048.00000 10789.28190 258.71810 0.00806
15.17386 11096.00000 10785.05884 310.94116 0.00969
15.18473 11130.00000 10780.83926 349.16074 0.01088
15.19559 11146.00000 10776.62314 369.37686 0.01151
15.20646 11174.00000 10772.41046 401.58954 0.01251
15.21732 11038.00000 10768.20120 269.79880 0.00841
15.22819 10941.00000 10763.99536 177.00464 0.00551
15.23906 11055.00000 10759.79290 295.20710 0.00920
15.24992 10898.00000 10755.59382 142.40618 0.00444
15.26079 11078.00000 10751.39810 326.60190 0.01018
15.27166 10879.00000 10747.20573 131.79427 0.00411
15.28252 11054.00000 10743.01668 310.98332 0.00969
15.29339 11099.00000 10738.83095 360.16905 0.01122
15.30426 11178.00000 10734.64851 443.35149 0.01381
15.31512 11197.00000 10730.46936 466.53064 0.01454
15.32599 11141.00000 10726.29348 414.70652 0.01292
15.33686 11067.00000 10722.12085 344.87915 0.01075
15.34772 11269.00000 10717.95146 551.04854 0.01717
15.35859 11166.00000 10713.78531 452.21469 0.01409
15.36945 11144.00000 10709.62237 434.37763 0.01353
15.38032 11086.00000 10705.46264 380.53736 0.01186
15.39119 11047.00000 10701.30610 345.69390 0.01077
15.40205 11227.00000 10697.15274 529.84726 0.01651
15.41292 11135.00000 10693.00256 441.99744 0.01377
15.42379 11199.00000 10688.85554 510.14446 0.01589
15.43465 11224.00000 10684.71166 539.28834 0.01680
15.44552 11266.00000 10680.57093 585.42907 0.01824
15.45639 11385.00000 10676.43334 708.56666 0.02208
15.46725 11146.00000 10672.29887 473.70113 0.01476
15.47812 11323.00000 10668.16752 654.83248 0.02040
15.48899 11577.00000 10664.03928 912.96072 0.02844
15.49985 11566.00000 10659.91414 906.08586 0.02823
15.51072 11605.00000 10655.79210 949.20790 0.02957
15.52158 11657.00000 10651.67316 1005.32684 0.03132
15.53245 11521.00000 10647.55731 873.44269 0.02721
15.54332 11805.00000 10643.44454 1161.55546 0.03619
