# 2theta	intensity	baseline	bg_subtracted	normalized
10.66429 15380.00000 15028.63920 351.36080 0.00880
10.67515 15239.00000 15022.48159 216.51841 0.00542
10.68602 15449.00000 15016.32448 432.67552 0.01084
10.69689 15599.00000 15010.16791 588.83209 0.01475
10.70775 15561.00000 15004.01188 556.98812 0.01395
10.71862 15301.00000 14997.85641 303.14359 0.00759
10.72948 15388.00000 14991.70153 396.29847 0.00993
10.74035 15177.00000 14985.54725 191.45275 0.00479
10.75122 15368.00000 14979.39359 388.60641 0.00973
10.76208 15127.00000 14973.24057 153.75943 0.00385
10.77295 15463.00000 14967.08821 495.91179 0.01242
10.78382 15364.00000 14960.93654 403.06346 0.01009
10.79468 15297.00000 14954.78557 342.21443 0.00857
10.80555 15098.00000 14948.63533 149.36467 0.00374
10.81642 15152.00000 14942.48583 209.51417 0.00525
10.82728 15271.00000 14936.33710 334.66290 0.00838
10.83815 15223.00000 14930.18916 292.81084 0.00733
10.84902 15492.00000 14924.04203 567.95797 0.01422
10.85988 15390.00000 14917.89575 472.10425 0.01182
10.87075 15298.00000 14911.75032 386.24968 0.00967
10.88161 15282.00000 14905.60577 376.39423 0.00943
10.89248 15350.00000 14899.46213 450.53787 0.01128
10.90335 15396.00000 14893.31942 502.68058 0.01259
10.91421 15492.00000 14887.17767 604.82233 0.01515
10.92508 15217.00000 14881.03690 335.96310 0.00841
10.93595 15567.00000 14874.89714 692.10286 0.01733
10.94681 15436.00000 14868.75842 567.24158 0.01421
10.95768 15225.00000 14862.62075 362.37925 0.00908
10.96855 15424.00000 14856.48418 567.51582 0.01421
10.97941 15547.00000 14850.34872 696.65128 0.01745
10.99028 15435.00000 14844.21441 590.78559 0.01480
11.00115 15700.00000 14838.08128 861.91872 0.02159
11.01201 15547.00000 14831.94935 715.05065 0.01791
11.02288 15625.00000 14825.81866 799.18134 0.02002
11.03375 15416.00000 14819.68923 596.31077 0.01493
11.04461 15500.00000 14813.56111 686.43889 0.01719
11.05548 15507.00000 14807.43431 699.56569 0.01752
11.06634 15698.00000 14801.30889 896.69111 0.02246
11.07721 15730.00000 14795.18486 934.81514 0.02341
11.08808 15625.00000 14789.06228 835.93772 0.02094
11.09894 15691.00000 14782.94116 908.05884 0.02274
11.10981 15791.00000 14776.82155 1014.17845 0.02540
11.12068 15860.00000 14770.70349 1089.29651 0.02728
11.13154 15987.00000 14764.58702 1222.41298 0.03062
11.14241 15923.00000 14758.47217 1164.52783 0.02917
11.15328 16295.00000 14752.35898 1542.64102 0.03864
11.16414 16063.00000 14746.24751 1316.75249 0.03298
11.17501 16204.00000 14740.13779 1463.86221 0.03666
11.18588 16134.00000 14734.02987 1399.97013 0.03506
11.19674 16360.00000 14727.92379 1632.07621 0.04088
11.20761 16453.00000 14721.81961 1731.18039 0.04336
11.21847 16426.00000 14715.71736 1710.28264 0.04283
11.22934 16614.00000 14709.61712 1904.38288 0.04770
11.24021 16612.00000 14703.51891 1908.48109 0.04780
11.25107 16462.00000 14697.42282 1764.57718 0.04419
11.26194 16498.00000 14691.32888 1806.67112 0.04525
11.27281 16633.00000 14685.23715 1947.76285 0.04878
11.28367 16498.00000 14679.14771 1818.85229 0.04555
11.29454 16210.00000 14673.06061 1536.93939 0.03849
11.30541 16463.00000 14666.97591 1796.02409 0.04498
11.31627 16543.00000 14660.89369 1882.10631 0.04714
11.32714 16314.00000 14654.81400 1659.18600 0.04155
11.33801 16211.00000 14648.73692 1562.26308 0.03913
11.34887 15945.00000 14642.66252 1302.33748 0.03262
11.35974 16134.00000 14636.59087 1497.40913 0.03750
11.37060 15847.00000 14630.52205 1216.47795 0.03047
11.38147 15853.00000 14624.45613 1228.54387 0.03077
11.39234 15525.00000 14618.39318 906.60682 0.02271
11.40320 15599.00000 14612.33330 986.66670 0.02471
11.41407 15393.00000 14606.27654 786.72346 0.01970
11.42494 15604.00000 14600.22301 1003.77699 0.02514
11.43580 15401.00000 14594.17276 806.82724 0.02021
11.44667 15291.00000 14588.12590 702.87410 0.01760
11.45754 15142.00000 14582.08250 559.91750 0.01402
11.46840 15304.00000 14576.04263 727.95737 0.01823
11.47927 15278.00000 14570.00640 707.99360 0.01773
11.49014 15267.00000 14563.97387 703.02613 0.01761
11.50100 15070.00000 14557.94515 512.05485 0.01282
11.51187 15036.00000 14551.92030 484.07970 0.01212
11.52273 15055.00000 14545.89942 509.10058 0.01275
11.53360 14910.00000 14539.88260 370.11740 0.00927
11.54447 15029.00000 14533.86992 495.13008 0.01240
11.55533 15064.00000 14527.86147 536.13853 0.01343
11.56620 14893.00000 14521.85734 371.14266 0.00930
11.57707 15286.00000 14515.85761 770.14239 0.01929
11.58793 14965.00000 14509.86238 455.13762 0.01140
11.59880 14942.00000 14503.87174 438.12826 0.01097
11.60967 14667.00000 14497.88578 169.11422 0.00424
11.62053 14679.00000 14491.90458 187.09542 0.00469
11.63140 14922.00000 14485.92824 436.07176 0.01092
11.64227 14623.00000 14479.95685 143.04315 0.00358
11.65313 14986.00000 14473.99050 512.00950 0.01282
11.66400 14930.00000 14468.02929 461.97071 0.01157
11.67486 14915.00000 14462.07330 452.92670 0.01134
11.68573 14753.00000 14456.12263 296.87737 0.00744
11.69660 14781.00000 14450.17736 330.82264 0.00829
11.70746 14967.00000 14444.23761 522.76239 0.01309
11.71833 14801.00000 14438.30345 362.69655 0.00908
