# 2theta	intensity	baseline	bg_subtracted	normalized
15.34772 13668.00000 13050.92117 617.07883 0.01594
15.35859 13684.00000 13047.12453 636.87547 0.01645
15.36945 13705.00000 13043.32952 661.67048 0.01709
15.38032 13712.00000 13039.53606 672.46394 0.01737
15.39119 13959.00000 13035.74410 923.25590 0.02385
15.40205 14026.00000 13031.95355 994.04645 0.02568
15.41292 14188.00000 13028.16435 1159.83565 0.02996
15.42379 14041.00000 13024.37644 1016.62356 0.02626
15.43465 14218.00000 13020.58975 1197.41025 0.03093
15.44552 14143.00000 13016.80421 1126.19579 0.02909
15.45639 14213.00000 13013.01977 1199.98023 0.03100
15.46725 14375.00000 13009.23636 1365.76364 0.03528
15.47812 14355.00000 13005.45391 1349.54609 0.03486
15.48899 14277.00000 13001.67237 1275.32763 0.03295
15.49985 14585.00000 12997.89169 1587.10831 0.04100
15.51072 14851.00000 12994.11180 1856.88820 0.04797
15.52158 14784.00000 12990.33265 1793.66735 0.04634
15.53245 15187.00000 12986.55418 2200.44582 0.05685
15.54332 15040.00000 12982.77635 2057.22365 0.05315
